CMPLNT_FR_DT,OFNS_DESC,BORO_NM,LAW_CAT_CD,Latitude,Longitude
01/06/2023,VANDALISM,BRONX,FELONY,40.819673,-74.205645
01/26/2025,VANDALISM,BRONX,FELONY,40.696846,-73.934076
03/05/2024,VEHICLE THEFT,BRONX,FELONY,40.886186,-73.98274
01/25/2023,VEHICLE THEFT,BRONX,MISDEMEANOR,40.698162,-73.745624
12/26/2024,VEHICLE THEFT,BRONX,MISDEMEANOR,40.524904,-73.897458
10/31/2022,VEHICLE THEFT,BRONX,FELONY,40.576191,-74.053895
07/16/2022,VEHICLE THEFT,BRONX,MISDEMEANOR,40.885854,-73.702279
08/18/2022,VEHICLE THEFT,BRONX,FELONY,40.500148,-74.134443
02/13/2025,VEHICLE THEFT,BRONX,MISDEMEANOR,40.584008,-74.047668
01/25/2023,VEHICLE THEFT,BRONX,MISDEMEANOR,40.778216,-73.974166
04/23/2025,VEHICLE THEFT,BRONX,FELONY,40.74155,-73.817304
10/17/2022,VEHICLE THEFT,BRONX,FELONY,40.670783,-73.853145
03/06/2025,VEHICLE THEFT,BRONX,MISDEMEANOR,40.79887,-73.852895
05/16/2023,VEHICLE THEFT,BRONX,MISDEMEANOR,40.546821,-73.73272
03/23/2025,VEHICLE THEFT,BRONX,FELONY,40.55309,-73.761405
07/02/2025,VEHICLE THEFT,BRONX,MISDEMEANOR,40.85421,-73.859221
08/16/2023,VEHICLE THEFT,BRONX,FELONY,40.857094,-73.778422
08/16/2024,VEHICLE THEFT,BRONX,VIOLATION,40.740102,-73.936361
11/12/2023,VEHICLE THEFT,BRONX,FELONY,40.792202,-73.881076
04/03/2023,VEHICLE THEFT,BRONX,FELONY,40.662037,-73.928201
06/06/2025,VEHICLE THEFT,BRONX,FELONY,40.593379,-73.955304
11/02/2022,VEHICLE THEFT,BRONX,FELONY,40.630676,-73.840316
03/17/2023,VEHICLE THEFT,BRONX,FELONY,40.546706,-74.247094
08/09/2022,VEHICLE THEFT,BRONX,FELONY,40.500066,-73.83512
09/18/2022,VEHICLE THEFT,BRONX,MISDEMEANOR,40.870003,-74.215197
12/11/2024,VEHICLE THEFT,BRONX,MISDEMEANOR,40.667158,-73.762644
11/18/2022,VEHICLE THEFT,BRONX,VIOLATION,40.738905,-74.207639
06/24/2024,VEHICLE THEFT,BRONX,VIOLATION,40.552127,-73.78305
11/17/2022,VEHICLE THEFT,BRONX,MISDEMEANOR,40.678821,-74.242057
10/07/2022,VEHICLE THEFT,BRONX,FELONY,40.628996,-74.009606
03/07/2024,VEHICLE THEFT,BRONX,FELONY,40.811776,-74.241707
11/04/2024,VEHICLE THEFT,BRONX,FELONY,40.764949,-73.929457
06/04/2023,VEHICLE THEFT,BRONX,FELONY,40.820605,-73.890222
01/05/2024,VEHICLE THEFT,BRONX,FELONY,40.658464,-74.119185
07/23/2022,VEHICLE THEFT,BRONX,FELONY,40.739034,-73.735029
09/20/2024,VEHICLE THEFT,BRONX,FELONY,40.784901,-74.045907
06/30/2023, ASSAULT,BROOKLYN,FELONY,40.839571,-74.016901
03/22/2023, ASSAULT,BROOKLYN,MISDEMEANOR,40.824261,-73.924378
09/07/2024, ASSAULT,BROOKLYN,MISDEMEANOR,40.585199,-74.074177
10/29/2023, ASSAULT,BROOKLYN,MISDEMEANOR,40.880512,-73.919101
08/25/2024, ASSAULT,BROOKLYN,FELONY,40.75445,-73.737845
01/20/2023, ASSAULT,BROOKLYN,FELONY,40.880442,-74.156053
01/02/2024, ASSAULT,BROOKLYN,MISDEMEANOR,40.612435,-73.805114
04/27/2023, ASSAULT,BROOKLYN,FELONY,40.627656,-74.177838
10/16/2023, BURGLARY,BROOKLYN,MISDEMEANOR,40.663743,-73.766261
08/01/2024, BURGLARY,BROOKLYN,VIOLATION,40.592415,-74.23678
02/19/2023, BURGLARY,BROOKLYN,VIOLATION,40.512794,-73.893059
08/15/2024, BURGLARY,BROOKLYN,FELONY,40.848657,-73.914385
04/28/2024, BURGLARY,BROOKLYN,MISDEMEANOR,40.859858,-73.785155
01/08/2023, BURGLARY,BROOKLYN,MISDEMEANOR,40.826684,-73.828526
01/29/2024, BURGLARY,BROOKLYN,MISDEMEANOR,40.563839,-73.916923
12/22/2022, BURGLARY,BROOKLYN,FELONY,40.739101,-73.846296
11/17/2024, BURGLARY,BROOKLYN,FELONY,40.750956,-73.971345
05/21/2025, DRUG POSSESSION,BROOKLYN,FELONY,40.858461,-73.955113
06/05/2024, DRUG POSSESSION,BROOKLYN,VIOLATION,40.698843,-73.784687
12/16/2024, DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.821323,-73.976529
07/05/2025, DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.523082,-74.187827
11/18/2023, DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.814156,-74.024486
10/13/2022, DRUG POSSESSION,BROOKLYN,FELONY,40.538741,-73.736052
11/24/2022, FRAUD,BROOKLYN,FELONY,40.618077,-73.866476
04/25/2024, FRAUD,BROOKLYN,FELONY,40.856365,-73.767514
03/15/2024, FRAUD,BROOKLYN,FELONY,40.526674,-74.196434
09/23/2022, FRAUD,BROOKLYN,MISDEMEANOR,40.865135,-74.226483
08/09/2024, FRAUD,BROOKLYN,MISDEMEANOR,40.762859,-73.988721
11/02/2022, FRAUD,BROOKLYN,FELONY,40.784197,-73.949568
07/25/2024, FRAUD,BROOKLYN,VIOLATION,40.725088,-74.088501
02/14/2024, FRAUD,BROOKLYN,FELONY,40.586467,-74.005388
01/11/2025, GRAND LARCENY,BROOKLYN,FELONY,40.767782,-73.996327
03/01/2025, GRAND LARCENY,BROOKLYN,FELONY,40.831375,-73.84594
12/11/2024, GRAND LARCENY,BROOKLYN,FELONY,40.866324,-74.008014
02/04/2024, GRAND LARCENY,BROOKLYN,FELONY,40.77514,-74.098406
02/03/2025, GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.548672,-73.708837
04/24/2023, PETIT LARCENY,BROOKLYN,FELONY,40.832698,-74.235011
08/27/2023, PETIT LARCENY,BROOKLYN,FELONY,40.540766,-73.848931
05/15/2024, PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.77009,-73.83289
02/09/2024, PETIT LARCENY,BROOKLYN,VIOLATION,40.822871,-74.16383
01/03/2025, PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.51052,-74.074634
01/26/2023, PETIT LARCENY,BROOKLYN,FELONY,40.788227,-74.09836
05/11/2025, PETIT LARCENY,BROOKLYN,FELONY,40.542011,-73.788355
12/11/2023, ROBBERY,BROOKLYN,FELONY,40.740429,-73.828199
02/13/2025, ROBBERY,BROOKLYN,FELONY,40.635721,-74.064245
12/08/2022, ROBBERY,BROOKLYN,MISDEMEANOR,40.62097,-74.147396
06/08/2024, ROBBERY,BROOKLYN,MISDEMEANOR,40.543756,-74.073375
03/01/2023, ROBBERY,BROOKLYN,FELONY,40.80294,-74.068527
02/17/2025, VANDALISM,BROOKLYN,MISDEMEANOR,40.784979,-73.936922
06/11/2024, VANDALISM,BROOKLYN,VIOLATION,40.760074,-73.904574
07/13/2023, VANDALISM,BROOKLYN,VIOLATION,40.660129,-74.19321
04/09/2024, VANDALISM,BROOKLYN,FELONY,40.665577,-73.993153
05/07/2023, VANDALISM,BROOKLYN,MISDEMEANOR,40.644308,-73.96912
03/16/2025, VANDALISM,BROOKLYN,FELONY,40.596295,-73.857851
07/31/2022, VANDALISM,BROOKLYN,MISDEMEANOR,40.805396,-73.936449
11/24/2022, VANDALISM,BROOKLYN,FELONY,40.559637,-73.921001
07/31/2022, VEHICLE THEFT,BROOKLYN,FELONY,40.65657,-74.201751
09/10/2024, VEHICLE THEFT,BROOKLYN,FELONY,40.653536,-73.995286
02/17/2025, VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.827379,-73.746844
08/16/2023, VEHICLE THEFT,BROOKLYN,FELONY,40.841916,-73.730991
09/30/2024, VEHICLE THEFT,BROOKLYN,FELONY,40.823742,-73.994259
09/10/2024, VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.781066,-73.829763
09/12/2024, VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.677025,-73.907384
05/01/2024, VEHICLE THEFT,BROOKLYN,FELONY,40.542896,-73.731971
07/29/2022, VEHICLE THEFT,BROOKLYN,FELONY,40.885939,-73.930434
02/18/2023,ASSAULT,BROOKLYN,VIOLATION,40.836984,-73.756005
12/19/2022,ASSAULT,BROOKLYN,VIOLATION,40.52322,-73.878089
05/08/2023,ASSAULT,BROOKLYN,VIOLATION,40.615812,-74.032864
01/13/2025,ASSAULT,BROOKLYN,MISDEMEANOR,40.684294,-74.045773
07/27/2023,ASSAULT,BROOKLYN,FELONY,40.831976,-74.21946
01/12/2023,ASSAULT1,BROOKLYN,FELONY,40.551234,-73.770899
05/07/2024,ASSAULT1,BROOKLYN,MISDEMEANOR,40.641385,-73.924935
04/22/2023,ASSAULT1,BROOKLYN,FELONY,40.556822,-74.078426
01/27/2025,ASSAULT1,BROOKLYN,VIOLATION,40.882626,-73.75702
05/31/2025,ASSAULT1,BROOKLYN,FELONY,40.798958,-74.244999
01/13/2025,ASSAULT1,BROOKLYN,MISDEMEANOR,40.547562,-74.013626
10/05/2024,ASSAULT1,BROOKLYN,MISDEMEANOR,40.80958,-73.810768
09/19/2023,ASSAULT1,BROOKLYN,VIOLATION,40.539285,-74.191951
08/27/2024,ASSAULT1,BROOKLYN,MISDEMEANOR,40.5742,-74.175789
09/18/2024,ASSAULT,BROOKLYN,MISDEMEANOR,40.593342,-73.945706
11/12/2024,ASSAULT,BROOKLYN,FELONY,40.666098,-74.084973
08/09/2022,ASSAULT,BROOKLYN,MISDEMEANOR,40.500318,-73.852241
06/12/2023,ASSAULT,BROOKLYN,FELONY,40.636462,-73.974289
08/01/2024,ASSAULT,BROOKLYN,VIOLATION,40.756732,-73.752615
07/03/2024,ASSAULT,BROOKLYN,FELONY,40.567761,-74.04896
09/10/2022,ASSAULT,BROOKLYN,FELONY,40.664215,-74.055839
05/10/2024,ASSAULT,BROOKLYN,MISDEMEANOR,40.585138,-73.75471
07/05/2025,ASSAULT,BROOKLYN,MISDEMEANOR,40.568668,-74.016671
10/23/2022,ASSAULT,BROOKLYN,MISDEMEANOR,40.521462,-74.094841
08/15/2022,ASSAULT,BROOKLYN,MISDEMEANOR,40.596717,-73.866918
09/18/2022,ASSAULT,BROOKLYN,MISDEMEANOR,40.728867,-73.76164
01/16/2023,ASSAULT,BROOKLYN,FELONY,40.836005,-74.147553
04/11/2024,ASSAULT,BROOKLYN,MISDEMEANOR,40.743259,-74.227619
03/26/2025,ASSAULT,BROOKLYN,FELONY,40.522298,-73.867991
07/02/2025,ASSAULT,BROOKLYN,FELONY,40.641934,-74.121261
02/24/2025,ASSAULT,BROOKLYN,FELONY,40.88681,-73.864147
03/01/2023,BURGLARY,BROOKLYN,MISDEMEANOR,40.587509,-73.800584
04/27/2023,BURGLARY,BROOKLYN,MISDEMEANOR,40.641109,-74.230651
03/05/2023,BURGLARY,BROOKLYN,FELONY,40.726405,-73.742416
01/17/2025,BURGLARY,BROOKLYN,FELONY,40.720311,-73.842517
05/14/2023,BURGLARY,BROOKLYN,MISDEMEANOR,40.599509,-74.093494
11/11/2023,BURGLARY,BROOKLYN,FELONY,40.869424,-73.739608
12/02/2024,BURGLARY,BROOKLYN,MISDEMEANOR,40.768559,-73.990894
10/06/2023,BURGLARY,BROOKLYN,FELONY,40.50909,-73.846436
09/14/2022,BURGLARY_dev,BROOKLYN,FELONY,40.733397,-73.901272
11/08/2024,BURGLARY_dev,BROOKLYN,VIOLATION,40.73943,-73.758004
12/26/2022,BURGLARY_dev,BROOKLYN,MISDEMEANOR,40.621205,-73.936195
02/13/2024,BURGLARY_dev,BROOKLYN,MISDEMEANOR,40.63811,-73.777396
10/12/2022,BURGLARY_dev,BROOKLYN,MISDEMEANOR,40.663392,-73.942566
10/21/2023,BURGLARY_dev,BROOKLYN,MISDEMEANOR,40.648121,-73.743559
07/23/2024,BURGLARY_dev,BROOKLYN,FELONY,40.759075,-73.812708
11/03/2023,BURGLARY_dev,BROOKLYN,FELONY,40.517891,-73.756055
01/13/2024,BURGLARY_dev,BROOKLYN,FELONY,40.679968,-74.009574
03/17/2025,BURGLARY,BROOKLYN,FELONY,40.754402,-73.946041
10/18/2024,BURGLARY,BROOKLYN,MISDEMEANOR,40.676493,-73.760311
06/12/2025,BURGLARY,BROOKLYN,MISDEMEANOR,40.832367,-74.076135
11/19/2024,BURGLARY,BROOKLYN,FELONY,40.607821,-73.99128
09/15/2023,BURGLARY,BROOKLYN,MISDEMEANOR,40.50184,-74.029425
01/06/2024,BURGLARY,BROOKLYN,VIOLATION,40.850554,-73.95318
10/12/2022,BURGLARY,BROOKLYN,MISDEMEANOR,40.64662,-73.814649
01/23/2023,BURGLARY,BROOKLYN,FELONY,40.665806,-73.914527
12/16/2023,BURGLARY,BROOKLYN,FELONY,40.735273,-74.228221
01/13/2024,BURGLARY,BROOKLYN,MISDEMEANOR,40.838747,-74.094379
03/24/2023,BURGLARY,BROOKLYN,FELONY,40.509246,-73.833958
07/21/2022,BURGLARY,BROOKLYN,FELONY,40.664066,-73.833602
03/14/2025,BURGLARY,BROOKLYN,FELONY,40.673088,-73.980762
03/13/2024,BURGLARY,BROOKLYN,FELONY,40.598002,-74.170004
09/17/2024,BURGLARY,BROOKLYN,FELONY,40.546166,-73.845078
12/19/2022,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.551689,-73.749284
09/13/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.679862,-73.970106
03/31/2024,DRUG POSSESSION,BROOKLYN,FELONY,40.744387,-73.772967
12/17/2022,DRUG POSSESSION,BROOKLYN,FELONY,40.811182,-73.831231
05/03/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.796519,-74.20514
09/02/2024,DRUG POSSESSION,BROOKLYN,FELONY,40.875306,-74.034147
05/10/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.509233,-73.904839
12/03/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.667794,-73.721495
05/25/2025,DRUG POSSESSION,BROOKLYN,VIOLATION,40.89735,-74.101084
08/20/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.697524,-73.889794
06/12/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.726414,-73.819923
11/24/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.769005,-73.857304
01/19/2025,DRUG POSSESSION,BROOKLYN,FELONY,40.574706,-73.919845
01/02/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.872328,-73.729351
04/04/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.832837,-73.966621
12/09/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.638328,-73.8316
10/28/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.553447,-73.846619
12/19/2024,DRUG POSSESSION,BROOKLYN,FELONY,40.558757,-73.765908
09/13/2022,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.870353,-74.060921
11/01/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.740635,-74.052445
04/16/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.598925,-73.878397
11/13/2022,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.73203,-74.190706
04/26/2025,DRUG POSSESSION,BROOKLYN,FELONY,40.621283,-73.827346
10/04/2023,DRUG POSSESSION,BROOKLYN,FELONY,40.749599,-74.054079
04/13/2023,DRUG POSSESSION,BROOKLYN,VIOLATION,40.64761,-74.160305
07/24/2022,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.743351,-73.720965
04/09/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.547427,-73.966491
10/11/2024,DRUG POSSESSION,BROOKLYN,VIOLATION,40.564328,-74.182297
09/16/2022,DRUG POSSESSION,BROOKLYN,FELONY,40.583274,-74.125497
09/26/2024,DRUG POSSESSION,BROOKLYN,MISDEMEANOR,40.570764,-73.89881
07/15/2025,FRAUD,BROOKLYN,FELONY,40.792596,-74.185576
06/10/2024,FRAUD,BROOKLYN,VIOLATION,40.750697,-74.043436
08/02/2024,FRAUD,BROOKLYN,FELONY,40.722368,-73.951106
04/19/2025,FRAUD,BROOKLYN,MISDEMEANOR,40.871861,-74.064047
02/08/2023,FRAUD,BROOKLYN,FELONY,40.700148,-73.942221
02/02/2023,FRAUD,BROOKLYN,MISDEMEANOR,40.592405,-73.805635
09/19/2022,FRAUD,BROOKLYN,FELONY,40.803944,-73.947284
01/28/2024,FRAUD,BROOKLYN,MISDEMEANOR,40.745995,-73.942671
03/23/2025,FRAUD,BROOKLYN,VIOLATION,40.853342,-74.225626
01/09/2023,FRAUD,BROOKLYN,MISDEMEANOR,40.596394,-73.979157
08/13/2024,FRAUD,BROOKLYN,MISDEMEANOR,40.621313,-74.142696
12/26/2022,FRAUD,BROOKLYN,MISDEMEANOR,40.888829,-73.768879
03/02/2023,FRAUD,BROOKLYN,FELONY,40.807078,-73.91321
10/27/2023,FRAUD,BROOKLYN,VIOLATION,40.786718,-74.168019
10/01/2022,FRAUD,BROOKLYN,FELONY,40.658008,-73.806666
12/06/2023,FRAUD,BROOKLYN,MISDEMEANOR,40.682783,-74.021886
06/22/2023,FRAUD,BROOKLYN,MISDEMEANOR,40.506961,-73.833173
05/31/2024,FRAUD,BROOKLYN,FELONY,40.586943,-73.943426
10/14/2022,FRAUD,BROOKLYN,MISDEMEANOR,40.631773,-74.190061
04/10/2024,FRAUD,BROOKLYN,MISDEMEANOR,40.505941,-74.086801
09/08/2023,FRAUD,BROOKLYN,FELONY,40.691245,-74.034335
03/20/2024,FRAUD,BROOKLYN,MISDEMEANOR,40.62159,-73.863079
10/14/2023,FRAUD,BROOKLYN,FELONY,40.755214,-74.160323
10/12/2024,FRAUD,BROOKLYN,MISDEMEANOR,40.827611,-73.713057
07/22/2022,FRAUD,BROOKLYN,FELONY,40.790242,-73.869573
02/21/2023,FRAUD,BROOKLYN,FELONY,40.816817,-73.827841
11/20/2024,FRAUD,BROOKLYN,FELONY,40.596515,-74.075403
12/19/2023,FRAUD,BROOKLYN,FELONY,40.527428,-74.011206
04/03/2023,FRAUD,BROOKLYN,MISDEMEANOR,40.528712,-73.983636
07/02/2023,FRAUD,BROOKLYN,MISDEMEANOR,40.517689,-74.155776
02/19/2025,FRAUD,BROOKLYN,FELONY,40.745651,-74.078502
07/14/2025,FRAUD,BROOKLYN,FELONY,40.844042,-74.21098
03/02/2025,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.73592,-73.727629
07/15/2025,GRAND LARCENY,BROOKLYN,FELONY,40.544956,-74.060553
05/04/2023,GRAND LARCENY,BROOKLYN,FELONY,40.79161,-74.084273
02/24/2024,GRAND LARCENY,BROOKLYN,FELONY,40.586665,-74.029787
06/08/2024,GRAND LARCENY,BROOKLYN,FELONY,40.710121,-73.79956
09/28/2022,GRAND LARCENY,BROOKLYN,FELONY,40.819572,-73.816122
07/29/2024,GRAND LARCENY,BROOKLYN,FELONY,40.606063,-74.157924
06/02/2023,GRAND LARCENY,BROOKLYN,FELONY,40.596719,-73.927065
05/19/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.565422,-73.94353
04/06/2024,GRAND LARCENY,BROOKLYN,FELONY,40.591325,-73.977196
10/14/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.681162,-74.163187
02/22/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.681736,-74.107517
05/16/2023,GRAND LARCENY,BROOKLYN,FELONY,40.876685,-74.229232
02/09/2023,GRAND LARCENY,BROOKLYN,FELONY,40.839298,-74.010618
03/27/2025,GRAND LARCENY,BROOKLYN,FELONY,40.728111,-73.99278
12/01/2024,GRAND LARCENY,BROOKLYN,FELONY,40.873686,-73.99797
05/19/2025,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.899275,-74.164513
02/22/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.790021,-74.016128
12/10/2023,GRAND LARCENY,BROOKLYN,FELONY,40.84752,-74.001853
01/12/2025,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.862995,-73.888016
07/15/2025,GRAND LARCENY,BROOKLYN,FELONY,40.638891,-73.886377
09/24/2024,GRAND LARCENY,BROOKLYN,FELONY,40.65067,-74.135877
01/10/2024,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.68482,-74.151971
06/22/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.867017,-73.989071
02/17/2025,GRAND LARCENY,BROOKLYN,VIOLATION,40.575521,-74.240301
08/25/2023,GRAND LARCENY,BROOKLYN,FELONY,40.578965,-73.769822
01/10/2025,GRAND LARCENY,BROOKLYN,FELONY,40.814533,-74.160159
11/11/2022,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.677365,-73.765454
06/22/2024,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.852552,-73.800692
11/15/2022,GRAND LARCENY,BROOKLYN,FELONY,40.634486,-73.959752
07/12/2025,GRAND LARCENY,BROOKLYN,FELONY,40.66607,-73.976129
02/12/2023,GRAND LARCENY,BROOKLYN,FELONY,40.542557,-73.980175
11/16/2022,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.880371,-73.79484
02/25/2025,GRAND LARCENY,BROOKLYN,FELONY,40.726596,-74.200028
12/02/2022,GRAND LARCENY,BROOKLYN,FELONY,40.75081,-74.174764
08/18/2024,GRAND LARCENY,BROOKLYN,FELONY,40.528345,-73.983422
06/05/2023,GRAND LARCENY,BROOKLYN,VIOLATION,40.647325,-74.206937
07/30/2022,GRAND LARCENY,BROOKLYN,FELONY,40.756561,-73.895251
12/18/2022,GRAND LARCENY,BROOKLYN,FELONY,40.85144,-74.013025
09/21/2023,GRAND LARCENY,BROOKLYN,FELONY,40.793694,-73.984074
11/03/2023,GRAND LARCENY,BROOKLYN,FELONY,40.736042,-74.102562
07/15/2025,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.527838,-74.043014
12/01/2024,GRAND LARCENY,BROOKLYN,FELONY,40.784572,-74.0105
12/22/2024,GRAND LARCENY,BROOKLYN,FELONY,40.862938,-73.906595
10/21/2024,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.716188,-73.856428
02/29/2024,GRAND LARCENY,BROOKLYN,VIOLATION,40.561395,-74.04906
11/18/2024,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.652644,-73.896069
02/11/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.718757,-73.849746
01/05/2024,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.759039,-73.981504
07/17/2024,GRAND LARCENY,BROOKLYN,FELONY,40.820049,-73.703126
04/07/2024,GRAND LARCENY,BROOKLYN,FELONY,40.523197,-74.155907
06/11/2025,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.697114,-73.994029
03/02/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.533372,-74.119371
07/04/2025,GRAND LARCENY,BROOKLYN,FELONY,40.710565,-74.089107
04/03/2023,GRAND LARCENY,BROOKLYN,FELONY,40.502949,-73.972558
08/14/2023,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.874891,-74.248772
02/14/2025,GRAND LARCENY,BROOKLYN,MISDEMEANOR,40.652846,-73.762059
10/27/2023,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.898816,-73.811412
10/07/2024,PETIT LARCENY,BROOKLYN,FELONY,40.583248,-74.065743
05/07/2024,PETIT LARCENY,BROOKLYN,FELONY,40.684358,-74.068392
05/25/2025,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.706504,-74.037661
05/27/2023,PETIT LARCENY,BROOKLYN,FELONY,40.89269,-73.80736
06/06/2024,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.629868,-74.040938
11/19/2023,PETIT LARCENY,BROOKLYN,FELONY,40.537659,-73.887859
05/30/2025,PETIT LARCENY,BROOKLYN,FELONY,40.641946,-73.724802
10/28/2024,PETIT LARCENY,BROOKLYN,FELONY,40.798391,-73.73993
09/07/2023,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.638538,-74.003001
06/17/2025,PETIT LARCENY,BROOKLYN,FELONY,40.699923,-74.050197
05/03/2024,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.833055,-73.970983
04/02/2025,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.608524,-74.206859
08/28/2024,PETIT LARCENY,BROOKLYN,FELONY,40.696057,-74.056056
08/28/2024,PETIT LARCENY,BROOKLYN,FELONY,40.656986,-74.15364
08/27/2023,PETIT LARCENY,BROOKLYN,FELONY,40.729158,-73.790333
03/11/2023,PETIT LARCENY,BROOKLYN,FELONY,40.691016,-74.041583
02/09/2025,PETIT LARCENY,BROOKLYN,FELONY,40.543423,-74.11619
11/21/2024,PETIT LARCENY,BROOKLYN,FELONY,40.694552,-74.229358
11/01/2023,PETIT LARCENY,BROOKLYN,FELONY,40.603174,-73.98306
04/11/2024,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.691257,-74.202635
05/09/2025,PETIT LARCENY,BROOKLYN,FELONY,40.572814,-74.111833
01/23/2024,PETIT LARCENY,BROOKLYN,FELONY,40.51667,-73.884455
07/27/2023,PETIT LARCENY,BROOKLYN,VIOLATION,40.50715,-73.893177
05/04/2025,PETIT LARCENY,BROOKLYN,FELONY,40.750308,-73.751628
09/01/2023,PETIT LARCENY,BROOKLYN,FELONY,40.814872,-73.911773
03/28/2025,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.585605,-73.714082
03/25/2024,PETIT LARCENY,BROOKLYN,VIOLATION,40.663752,-73.734056
10/03/2024,PETIT LARCENY,BROOKLYN,FELONY,40.740335,-73.942663
06/24/2024,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.715213,-74.248145
06/27/2024,PETIT LARCENY,BROOKLYN,FELONY,40.560697,-74.202448
03/20/2023,PETIT LARCENY,BROOKLYN,FELONY,40.506113,-73.786494
04/18/2024,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.791395,-73.967726
08/05/2022,PETIT LARCENY,BROOKLYN,FELONY,40.595142,-73.820348
08/05/2023,PETIT LARCENY,BROOKLYN,FELONY,40.816858,-73.876232
01/11/2024,PETIT LARCENY,BROOKLYN,VIOLATION,40.735149,-74.212997
01/22/2024,PETIT LARCENY,BROOKLYN,MISDEMEANOR,40.614781,-74.007635
10/11/2023,PETIT LARCENY,BROOKLYN,FELONY,40.8841,-73.911668
12/30/2023,PETIT LARCENY,BROOKLYN,FELONY,40.682674,-73.715713
11/07/2022,ROBBERY,BROOKLYN,VIOLATION,40.573989,-74.181858
08/24/2023,ROBBERY,BROOKLYN,FELONY,40.603691,-74.163272
12/15/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.723342,-73.729424
03/28/2025,ROBBERY,BROOKLYN,FELONY,40.583837,-73.961517
05/04/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.706856,-73.91546
07/21/2022,ROBBERY,BROOKLYN,MISDEMEANOR,40.579401,-74.231815
07/23/2024,ROBBERY,BROOKLYN,VIOLATION,40.503237,-73.955983
04/05/2025,ROBBERY,BROOKLYN,FELONY,40.802881,-74.078354
05/22/2024,ROBBERY,BROOKLYN,MISDEMEANOR,40.846223,-73.926657
01/27/2024,ROBBERY,BROOKLYN,MISDEMEANOR,40.776927,-74.17299
09/12/2022,ROBBERY,BROOKLYN,VIOLATION,40.574001,-74.154527
07/16/2024,ROBBERY,BROOKLYN,MISDEMEANOR,40.771908,-74.222679
